title,genres
"Myth of the American Sleepover, The (2010)",Comedy
Real Steel (2011),Action
Buck (2011),Documentary
Footloose (2011),Comedy
"Thing, The (2011)",Horror
Tyrannosaur (2011),Drama
Martha Marcy May Marlene (2011),Drama
We Need to Talk About Kevin (2011),Drama
"Three Musketeers, The (2011)",Action
In Time (2011),Crime
Margaret (2011),Drama
Carnage (2011),Comedy
Margin Call (2011),Drama
Paranormal Activity 3 (2011),Horror
Johnny English Reborn (2011),Adventure
Abduction (2011),Action
Shame (2011),Drama
What's Your Number? (2011),Comedy
Headhunters (Hodejegerne) (2011),Action
Batman: Year One (2011),Action
Puss in Boots (2011),Adventure
Tower Heist (2011),Action
J. Edgar (2011),Drama
"Double, The (2011)",Action
"Adventures of Tintin, The (2011)",Action
George Harrison: Living in the Material World (2011),Documentary
Hugo (2011),Children
Trespass (2011),Crime
Immortals (2011),Action
Jack and Jill (2011),Comedy
"Oslo, August 31st (Oslo, 31. august) (2011)",Drama
"Descendants, The (2011)",Comedy
"Muppets, The (2011)",Children
"Twilight Saga: Breaking Dawn - Part 1, The (2011)",Adventure
War Horse (2011),Drama
"Rum Diary, The (2011)",Comedy
My Week with Marilyn (2011),Drama
Weekend (2011),Drama
Bunraku (2010),Action
"Little Colonel, The (1935)",Children
"Sitter, The (2011)",Comedy
Extremely Loud and Incredibly Close (2011),Drama
Asterix and the Vikings (Astérix et les Vikings) (2006),Adventure
Arthur Christmas (2011),Animation
Violet & Daisy (2011),Action
Bullet to the Head (2012),Action
"Expendables 2, The (2012)",Action
"Snowman, The (1982)",Animation
The Hunger Games (2012),Action
Clone (Womb) (2010),Drama
"Dark Knight Rises, The (2012)",Action
"Bourne Legacy, The (2012)",Action
Sherlock Holmes: A Game of Shadows (2011),Action
Life in a Day (2011),Documentary
Stagecoach (1966),Western
Toronto Stories (2008),Drama
Young Adult (2011),Comedy
New Year's Eve (2011),Comedy
Mission: Impossible - Ghost Protocol (2011),Action
We Bought a Zoo (2011),Comedy
"Girl with the Dragon Tattoo, The (2011)",Drama
"Darkest Hour, The (2011)",Action
Albert Nobbs (2011),Drama
Salvation Boulevard (2011),Comedy
Friends with Kids (2011),Comedy
Contraband (2012),Action
Being Elmo: A Puppeteer's Journey (2011),Documentary
Joyful Noise (2012),Comedy
Dolphin Tale (2011),Children
"Iron Lady, The (2011)",Drama
Albatross (2011),Drama
"Revenant, The (2009)",Comedy
Underworld: Awakening (2012),Action
"Grey, The (2012)",Action
Man on a Ledge (2012),Crime
Chill Out! (Descongélate!) (2003),Comedy
Haywire (2011),Action
"Whistleblower, The (2010)",Drama
"Human Centipede II (Full Sequence), The (2011)",Horror
Fados (2007),Documentary
Seeking Justice (2011),Action
Hostel: Part III (2011) ,Horror
"Disappearance of Haruhi Suzumiya, The (Suzumiya Haruhi no shôshitsu) (2010)",Adventure
Red Tails (2012),Action
Intouchables (2011),Comedy
One for the Money (2012),Action
"Innkeepers, The (2011)",Horror
Chronicle (2012),Action
Dottie Gets Spanked (1993),Drama
"Art of Getting By, The (2011)",Drama
Dylan Moran: Monster (2004),Comedy
"Dylan Moran: Like, Totally (2006)",Comedy
Dylan Moran Live: What It Is (2009),Comedy
Safe House (2012),Action
"Vow, The (2012)",Drama
Louis C.K.: Live at the Beacon Theater (2011),Comedy
Holding Trevor (2007),Drama
"For a Good Time, Call... (2012)",Comedy
Journey 2: The Mysterious Island (2012),Action
Perfect Sense (2011),Drama
Kokowääh (2011),Comedy
Hearts of the West (1975),Comedy
Ghost Rider: Spirit of Vengeance (2012),Action
Prayers for Bobby (2009),Drama
Love Wrecked (2005),Comedy
"Civil War, The (1990)",Documentary
October Baby (2011),Drama
Gone (2012),Drama
Courageous (2011),Drama
Project X (2012),Comedy
Dr. Seuss' The Lorax (2012),Animation
"Big Year, The (2011)",Comedy
Trailer Park Boys (1999),Comedy
Undefeated (2011),Documentary
This Means War (2012),Action
John Carter (2012),Action
Starbuck (2011),Comedy
Forks Over Knives (2011),Documentary
Goon (2011),Comedy
Game Change (2012),Drama
21 Jump Street (2012),Action
"Jeff, Who Lives at Home (2012)",Comedy
Lockout (2012),Action
Casa de mi Padre (2012),Comedy
Corman's World: Exploits of a Hollywood Rebel (2011),Documentary
Jiro Dreams of Sushi (2011),Documentary
Wrath of the Titans (2012),Action
Iron Sky (2012),Action
American Reunion (American Pie 4) (2012),Comedy
The Raid: Redemption (2011),Action
"Cabin in the Woods, The (2012)",Comedy
God Bless America (2011),Comedy
"Three Stooges, The (2012)",Comedy
"Raven, The (2012)",Mystery
"Big Bang, The (2011)",Action
Mirror Mirror (2012),Adventure
Battleship (2012),Action
Louis Theroux: The Most Hated Family in America in Crisis (2011),Documentary
"Best Exotic Marigold Hotel, The (2011)",Comedy
"Five-Year Engagement, The (2012)",Comedy
Think Like a Man (2012),Comedy
"Lucky One, The (2012)",Drama
Black Mirror (2011),Drama
Dark Shadows (2012),Comedy
The Scorpion King: Rise of a Warrior (2008),Action
96 Minutes (2011) ,Drama
Across the Line: The Exodus of Charlie Wright (2010),Crime
"Dictator, The (2012)",Comedy
Men in Black III (M.III.B.) (M.I.B.³) (2012),Action
Snow White and the Huntsman (2012),Action
Sound of My Voice (2011),Drama
"Pirates! Band of Misfits, The (2012)",Adventure
Prometheus (2012),Action
Bernie (2011),Comedy
Inhale (2010),Drama
Take This Waltz (2011),Drama
Sound of Noise (2010),Comedy
Wanderlust (2012),Comedy
Moonrise Kingdom (2012),Comedy
Kahaani (2012),Crime
"Thousand Words, A (2012)",Comedy
Safety Not Guaranteed (2012),Comedy
Madagascar 3: Europe's Most Wanted (2012),Adventure
Eaux d'artifice (1953),Fantasy
Inauguration of the Pleasure Dome (1954),Fantasy
Your Sister's Sister (2011),Comedy
Dragon Ball: Sleeping Princess in Devil's Castle (Doragon bôru: Majinjô no nemuri hime) (1987),Action
Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu) (1990),Action
Brave (2012),Action
Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen) (1990),Action
What to Expect When You're Expecting (2012),Comedy
To Rome with Love (2012),Comedy
Abraham Lincoln: Vampire Hunter (2012),Action
Rock of Ages (2012),Comedy
Seeking a Friend for the End of the World (2012),Comedy
Presto (2008),Animation
Jack-Jack Attack (2005),Adventure
Boundin' (2003),Animation
One Man Band (2005),Animation
Ted (2012),Comedy
"Giant Mechanical Man, The (2012)",Comedy
Magic Mike (2012),Drama
Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi) (1992),Action
Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô) (1991),Action
Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen) (1993),Action
Cleanskin (2012),Crime
"Amazing Spider-Man, The (2012)",Action
Ice Age 4: Continental Drift (2012),Adventure
Beasts of the Southern Wild (2012),Drama
People Like Us (2012),Drama
Savages (2012),Crime
Geri's Game (1997),Animation
"Watch, The (2012)",Comedy
"Adventures of Mary-Kate and Ashley, The: The Case of the United States Navy Adventure (1997)",Children
2 Days in New York (2012),Comedy
Terminal USA (1993),Comedy
Killer Joe (2011),Crime
Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da) (1994),Action
Dragon Ball Z: Fusion Reborn (Doragon bôru Z 12: Fukkatsu no fyushon!! Gokû to Bejîta) (1995),Action
For the Birds (2000),Animation
Ruby Sparks (2012),Comedy
Total Recall (2012),Action
"Immature, The (Immaturi) (2011)",Comedy
Dragon Ball Z: Wrath of the Dragon (Doragon bôru Z 13: Ryûken bakuhatsu!! Gokû ga yaraneba dare ga yaru) (1995),Action
Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi) (1990),Action
Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993),Action
Dragon Ball GT: A Hero's Legacy (Doragon bôru GT: Gokû gaiden! Yûki no akashi wa sû-shin-chû) (1997),Action
Sidewalls (Medianeras) (2011),Drama
Bleak House (2005),Drama
Skyfall (2012),Action
"Campaign, The (2012)",Comedy
Brake (2012),Crime
"Queen of Versailles, The (2012)",Documentary
ParaNorman (2012),Adventure
Celeste and Jesse Forever (Celeste & Jesse Forever) (2012),Comedy
Broken (2012),Drama
Premium Rush (2012),Action
Lawless (2012),Crime
Piranha 3DD (a.k.a. Piranha DD) (2012),Comedy
Sleepwalk with Me (2012),Comedy
Searching for Sugar Man (2012),Documentary
"Possession, The (2012)",Horror
Conception (2011),Comedy
Paradise Lost 3: Purgatory (2011),Documentary
Bachelorette (2012),Comedy
Pitch Perfect (2012),Comedy
"Cold Light of Day, The (2012)",Action
Samsara (2011),Documentary
Looper (2012),Action
That's My Boy (2012),Comedy
Apartment 143 (2011),Horror
Robot & Frank (2012),Comedy
Ai Weiwei: Never Sorry (2012),Documentary
Resident Evil: Retribution (2012),Action
Lola Versus (2012),Comedy
"Master, The (2012)",Drama
Dredd (2012),Action
Kismet (1955),Adventure
End of Watch (2012),Crime
V/H/S (2012),Horror
"Perks of Being a Wallflower, The (2012)",Drama
"Hunt, The (Jagten) (2012)",Drama
Holy Motors (2012),Drama
Sparkle (2012),Drama
Taken 2 (2012),Action
"Paperboy, The (2012)",Thriller
"Making of a Legend: Gone with the Wind, The (1988)",Documentary
"Royal Affair, A (Kongelig affære, En) (2012)",Drama
Kon-Tiki (2012),Adventure
Marley (2012),Documentary
Sinister (2012),Horror
Hotel Transylvania (2012),Animation
Side by Side (2012),Documentary
Shakespeare-Wallah (1965),Drama
Argo (2012),Drama
Seven Psychopaths (2012),Comedy
Liberal Arts (2012),Comedy
"House I Live In, The (2012)",Documentary
West of Memphis (2012),Documentary
Catch .44 (2011),Action
Tony (2009),Drama
How to Survive a Plague (2012),Documentary
56 Up (2012),Documentary
Alex Cross (2012),Action
"Ambassador, The (Ambassadøren) (2011)",Documentary
Cloud Atlas (2012),Drama
'Hellboy': The Seeds of Creation (2004),Action
Pumping Iron II: The Women (1985),Documentary
"Patience Stone, The (2012)",Drama
Here Comes the Boom (2012),Action
Mental (2012),Comedy
Killing Them Softly (2012),Crime
"Imposter, The (2012)",Documentary
"Sessions, The (Surrogate, The) (2012)",Drama
What Richard Did (2012),Drama
Wreck-It Ralph (2012),Animation
Silver Linings Playbook (2012),Comedy
Flight (2012),Drama
Anna Karenina (2012),Drama
Life of Pi (2012),Adventure
Excision (2012),Crime
Union Square (2011),Drama
Student of the Year (2012),Comedy
Amour (2012),Drama
Jackass 3.5 (2011),Comedy
Indie Game: The Movie (2012),Documentary
"Batman: The Dark Knight Returns, Part 1 (2012)",Action
Capital (Le capital) (2012),Drama
Lincoln (2012),Drama
Nature Calls (2012),Comedy
Vamps (2012),Comedy
10 Years (2011),Comedy
Rise of the Guardians (2012),Adventure
"Fantastic Fear of Everything, A (2012)",Comedy
Deadfall (2012),Crime
Halo 4: Forward Unto Dawn (2012),Action
Rebecca of Sunnybrook Farm (1938),Children
Baby Take a Bow (1934),Children
"Sleeping Car Murder, The (Compartiment tueurs) (1965)",Drama
Paperman (2012),Animation
Hitchcock (2012),Drama
Caesar Must Die (Cesare deve morire) (2012),Drama
From Up on Poppy Hill (Kokuriko-zaka kara) (2011),Animation
Redline (2009),Action
Just Around the Corner (1938),Comedy
Burn Up! (1991),Action
Jazz (2001),Documentary
Little Miss Broadway (1938),Drama
"Hobbit: An Unexpected Journey, The (2012)",Adventure
"Evil Cult, The (Lord of the Wu Tang) (Yi tian tu long ji: Zhi mo jiao jiao zhu) (1993)",Action
Hyde Park on Hudson (2012),Comedy
How to Make Love to a Woman (2010),Comedy
Violeta Went to Heaven (Violeta se fue a los cielos) (2011),Drama
Yossi (Ha-Sippur Shel Yossi) (2012),Drama
Zero Dark Thirty (2012),Action
Neighbouring Sounds (O som ao redor) (2012),Drama
Fire with Fire (2012),Action
Warm Bodies (2013),Comedy
Wrong (2012),Comedy
Our Little Girl (1935),Comedy
Poor Little Rich Girl (1936),Adventure
"Guilt Trip, The (2012)",Comedy
Jack Reacher (2012),Action
Django Unchained (2012),Action
This Is 40 (2012),Drama
"Impossible, The (Imposible, Lo) (2012)",Drama
"Misérables, Les (2012)",Drama
Quartet (2012),Comedy
Stand Up and Cheer! (1934),Comedy
Stowaway (1936),Adventure
Susannah of the Mounties (1939),Drama
Would You Rather (2012),Horror
Maximum Conviction (2012),Action
Parental Guidance (2012),Comedy
John Dies at the End (2012),Comedy
"Central Park Five, The (2012)",Documentary
"Collection, The (2012)",Action
Promised Land (2012),Drama
Judas Kiss (2011),Drama
Role/Play (2010),Drama
Aftermath (1994),Horror
Eat Sleep Die (Äta sova dö) (2012),Drama
Gangster Squad (2013),Action
"Company You Keep, The (2012)",Thriller
It's Such a Beautiful Day (2012),Animation
Whores' Glory (2011),Documentary
Beware of Mr. Baker (2012),Documentary
"Batman: The Dark Knight Returns, Part 2 (2013)",Action
Paul Williams Still Alive (2011),Comedy
Everything or Nothing: The Untold Story of 007 (2012),Documentary
Mama (2013),Horror
Upstream Color (2013),Romance
Shadow Dancer (2012),Crime
Keep the Lights On (2012),Drama
Beauty Is Embarrassing (2012),Documentary
Girl Model (2011),Documentary
Movie 43 (2013),Comedy
"Pervert's Guide to Ideology, The (2012)",Documentary
Sightseers (2012),Comedy
Hansel & Gretel: Witch Hunters (2013),Action
Why Stop Now (2012),Comedy
Snow White (Blancanieves) (2012),Drama
"Liability, The (2012)",Action
Angst  (1983),Drama
Stand Up Guys (2012),Comedy
Call Me Kuchu (2012),Documentary
Side Effects (2013),Crime
Identity Thief (2013),Comedy
Battlestar Galactica: Blood & Chrome (2012),Sci-Fi
Beautiful Creatures (2013),Drama
"Good Day to Die Hard, A (2013)",Action
"World Before Her, The (2012)",Documentary
Safe Haven (2013),Drama
Frozen Planet (2011),Documentary
"Act of Killing, The (2012)",Documentary
Room 237 (2012),Documentary
Before Midnight (2013),Drama
TPB AFK: The Pirate Bay Away from Keyboard (2013),Documentary
Oh Boy (A Coffee in Berlin) (2012),Comedy
Jack the Giant Slayer (2013),Adventure
Wadjda (2012),Drama
G.I. Joe: Retaliation (2013),Action
Stoker (2013),Drama
Sound City (2013),Documentary
Oz the Great and Powerful (2013),Action
"Croods, The (2013)",Adventure
"Incredible Burt Wonderstone, The (2013)",Comedy
Spring Breakers (2013),Comedy
"Call, The (2013)",Drama
Olympus Has Fallen (2013),Action
"First Time, The (2012)",Comedy
"Place Beyond the Pines, The (2012)",Crime
"Brass Teapot, The (2012)",Comedy
Phil Spector (2013),Drama
"Host, The (2013)",Action
Admission (2013),Comedy
Trance (2013),Crime
Death on the Staircase (Soupçons) (2004),Crime
Oblivion (2013),Action
Dark Tide (2012),Adventure
42 (2013),Drama
Happy (2011),Documentary
From the Sky Down (2011),Documentary
Wolf Children (Okami kodomo no ame to yuki) (2012),Animation
Pain & Gain (2013),Action
This Is the End (2013),Action
Iron Man 3 (2013),Action
"English Teacher, The (2013)",Comedy
Mud (2012),Adventure
Bill Hicks: Revelations (1993),Comedy
Legendary Weapons of China (1982),Action
Pawn (2013),Crime
Syrup (2013),Comedy
"Woman in the Fifth, The (Femme du Vème, La) (2011)",Drama
"Great Gatsby, The (2013)",Drama
Star Trek Into Darkness (2013),Action
Wish You Were Here (2012),Drama
"Internship, The (2013)",Comedy
Stories We Tell (2012),Documentary
Ivan Vasilievich: Back to the Future (Ivan Vasilievich menyaet professiyu) (1973),Adventure
Only God Forgives (2013),Drama
"Hangover Part III, The (2013)",Comedy
"Fast & Furious 6 (Fast and the Furious 6, The) (2013)",Action
Epic (2013),Adventure
"Past, The (Le passé) (2013)",Drama
"Broken Circle Breakdown, The (2012)",Drama
Frances Ha (2012),Comedy
Behind the Candelabra (2013),Drama
After Earth (2013),Action
Now You See Me (2013),Crime
Lovelace (2013),Drama
"Way, Way Back, The (2013)",Comedy
Foxfire (2012),Drama
Man of Steel (2013),Action
"Kings of Summer, The (2013)",Comedy
20 Feet from Stardom (Twenty Feet from Stardom) (2013),Documentary
"Bling Ring, The (2013)",Crime
Monsters University (2013),Adventure
Fullmetal Alchemist: The Sacred Star of Milos (2011),Action
Not Suitable for Children (2012),Comedy
Pacific Rim (2013),Action
"Best Offer, The (Migliore offerta, La) (2013)",Thriller
World War Z (2013),Action
Elysium (2013),Action
What Maisie Knew (2012),Drama
American Mary (2012),Horror
Despicable Me 2 (2013),Animation
White House Down (2013),Action
"World's End, The (2013)",Action
"Heat, The (2013)",Action
"Lone Ranger, The (2013)",Action
Woody Allen: A Documentary (2012),Documentary
Passion (2012),Crime
"Knot, The (2012)",Comedy
The Spectacular Now (2013),Comedy
"Lifeguard, The (2013)",Comedy
Sharknado (2013),Sci-Fi
Fruitvale Station (2013),Drama
R.I.P.D. (2013),Action
Justice League: The Flashpoint Paradox (2013),Action
Joker (2012),Comedy
"Conjuring, The (2013)",Horror
"Angel Named Billy, An (2007)",Drama
Turbo (2013),Adventure
"Wolverine, The (2013)",Action
Drinking Buddies (2013),Comedy
Red 2 (2013),Action
Miami Connection (1987),Action
Coffee Town (2013),Comedy
Revenge for Jolly! (2012),Comedy
2 Guns (2013),Action
Blue Jasmine (2013),Drama
"Great Beauty, The (Grande Bellezza, La) (2013)",Comedy
Louis C.K.: Oh My God (2013),Comedy
Percy Jackson: Sea of Monsters (2013),Adventure
"Smurfs 2, The (2013)",Animation
Alan Partridge: Alpha Papa (2013),Comedy
"Forsyte Saga, The (1967)",Drama
Man of Tai Chi (2013),Action
We're the Millers (2013),Comedy
Grown Ups 2 (2013),Comedy
Kick-Ass 2 (2013),Action
Riddick (2013),Action
Planes (2013),Adventure
Blackfish (2013),Documentary
"Wind Rises, The (Kaze tachinu) (2013)",Animation
Jobs (2013),Drama
"Mortal Instruments: City of Bones, The (2013)",Action
Touchy Feely (2013),Drama
Lee Daniels' The Butler (2013),Drama
In a World... (2013),Comedy
About Time (2013),Drama
Justice League: Crisis on Two Earths (2010),Action
"Frozen Ground, The (2013)",Crime
You're Next (2011),Horror
Tidal Wave (2009),Drama
Family Band: The Cowsills Story (2011) ,Documentary
"Chicago 8, The (2011)",Drama
"First Nudie Musical, The (1976)",Comedy
Koch (2012),Documentary
Evocateur: The Morton Downey Jr. Movie (2012),Documentary
Getaway (2013),Action
Gravity (2013),Action
What If (2013),Comedy
Prisoners (2013),Drama
"Out of the Furnace (Dust to Dust) (Low Dweller, The) (2013)",Drama
Austenland (2013),Comedy
Rush (2013),Action
"Family, The (2013)",Action
Short Term 12 (2013),Drama
"To Do List, The (2013)",Comedy
Inescapable (2012),Action
Nebraska (2013),Adventure
Enough Said (2013),Comedy
Don Jon (2013),Comedy
Mood Indigo (L'écume des jours) (2013),Drama
Crystal Fairy & the Magical Cactus and 2012 (2013),Adventure
